Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Annual Income_nan,Years in current job_nan,Bankruptcies_nan,Credit Score_nan,Term_Long Term,Term_Short Term,Credit Default
Home Mortgage,-0.40875006908465633,1 year,-0.11095342154390785,-0.4341227023397134,-0.826171449363225,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36582268696619574,-0.6863177745136734,0.5204227506951131,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.8222522669634725,< 1 year,-0.11095342154390785,0.7882225363842952,0.3383570770477745,1.0826133567532081,1.6647792271904904,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.4783094975693063,1.477745337578239,-0.22586104244022193,0,0,0,0,0,1,0
Rent,-0.34299356053158697,2 years,-0.11095342154390785,-1.0452953217017178,-0.826171449363225,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36221987967915875,-0.5326919422879762,-0.32395304416457665,-0.24603057681265125,0,0,0,0,0,1,1
Home Mortgage,-0.9153937200391727,10+ years,-0.11095342154390785,-1.2490195281557193,-1.451040414754493,-0.5947116570831252,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36508737798087276,-0.22974419220243802,-1.1306799083497876,4.363751279065334,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,7 years,3.5711291518158657,0.1770499170222909,0.3951633466287992,-0.011209499833489706,1.6647792271904904,-0.3370990397177327,home improvements,Long Term,-0.34792097983242376,0.22934000682221342,2.5065925076803635,-0.2265565436254781,1,0,0,1,1,0,1
Rent,-0.94823493535107,10+ years,-0.11095342154390785,-0.8415711152477163,1.3466683621109572,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,business loan,Short Term,-0.3700484739371427,-0.6990501878459977,-0.5711446869894391,4.04382073384749,0,0,0,0,0,1,1
Home Mortgage,0.5712268572937379,7 years,-0.11095342154390785,0.3807741234762923,-0.3717212927150301,1.494109095507513,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3481380579302464,-0.21228942838535492,0.8609401392676256,-0.25924509933251877,0,0,0,0,1,0,1
Rent,-0.4110958701783633,7 years,-0.11095342154390785,0.9919467428382966,-0.826171449363225,0.799260150347866,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.367989333123511,-0.23781403163841822,-0.908895004933315,-0.2272520448107343,0,0,0,0,0,1,0
Rent,-0.9173938241295966,3 years,-0.11095342154390785,0.1770499170222909,-0.31491502313400543,-0.29426278223099345,-0.3409788778582933,-0.3370990397177327,buy a car,Long Term,-0.36737737962869677,-0.5442886004404218,-0.4126670055311657,-0.22794754599599049,0,0,0,0,1,0,0
Home Mortgage,1.7537081496667706,10+ years,-0.11095342154390785,-0.6378469087937149,1.502885603458774,-0.13762746913738144,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.430414199510479,0.6613756515053553,-0.22516554125496577,0,0,0,0,0,1,0
Home Mortgage,0.752174545869364,2 years,-0.11095342154390785,-0.6378469087937149,-0.11609307960042034,-0.8906616718176807,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35337411947709163,-0.29406380133662097,-0.15600024206885085,-0.2446395744421389,0,0,0,0,1,0,1
Own Home,0.47803682226584315,5 years,-0.11095342154390785,-0.23039849588571198,-0.30071345573874964,1.0014089316309573,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3472504497080383,0.8335019859292645,1.2459822097736528,-0.26341810644405583,0,0,0,0,1,0,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-1.4527437346097205,2.0567467318737616,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3635802357588471,-0.9118548426022163,-1.0054909250602626,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.94823493535107,10+ years,-0.11095342154390785,-0.8415711152477163,1.3466683621109572,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,business loan,Short Term,-0.3700484739371427,-0.6990501878459977,-0.5711446869894391,4.04382073384749,0,0,0,0,0,1,1
Rent,1.6979027762796368,10+ years,-0.11095342154390785,0.5844983299302937,2.241367108012091,-0.3058098565327724,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,2.76051988315993,-0.4124812229860786,-0.2342328752966652,-0.21960153177291628,0,0,0,0,0,1,0
Home Mortgage,-0.999398091836973,10+ years,-0.11095342154390785,0.5844983299302937,0.8070088010912256,-0.49843605056699414,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36669720158885255,-0.08538373118101442,-0.6396506477044706,-0.22933854836650286,0,0,0,0,0,1,1
Home Mortgage,2.5303164675423186,5 years,-0.11095342154390785,-0.4341227023397134,-1.2522184712209077,-1.0063573578413492,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3650267339408461,-0.6522451191173125,1.5798753989624597,-0.25576759340623784,0,0,0,0,0,1,1
Rent,-0.40875006908465633,5 years,-0.11095342154390785,-0.6378469087937149,-1.152807499454115,-0.6234293808336534,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36411018197226175,-0.12411896047371938,-0.56728755823437,-0.2265565436254781,1,0,0,1,0,1,0
Rent,0.7709162619759279,4 years,-0.11095342154390785,-0.23039849588571198,-0.669954208015408,-0.16709500290750567,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3545504760262447,0.13220305064837767,0.7859776804191089,-0.23212055310752758,0,0,0,0,0,1,1
Rent,0.21419593083154115,6 years,-0.11095342154390785,0.5844983299302937,-0.32911659052926173,-0.56351956026793,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3650956476226946,-0.22346765041889785,0.2663553566112144,4.12032586422567,0,0,0,0,0,1,1
Rent,-0.40875006908465633,5 years,-0.11095342154390785,-1.8601921475177234,-0.47113226448182266,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3663305808014188,-0.859849210681455,-1.4954301275791473,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,0.049767620484230266,10+ years,-0.11095342154390785,0.5844983299302937,-0.38592286011028615,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,2.76051988315993,1.1292765454050424,0.044235050694301004,-0.2355980590338085,0,0,0,0,1,0,0
Rent,-0.6653313234500127,10+ years,-0.11095342154390785,1.3993951557462996,-0.22970561876246917,0.6803402812399346,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3594750477311349,-0.07892785963223026,0.33628677795311923,-0.248812581553676,0,0,0,0,1,0,1
Rent,0.1517729290958448,3 years,-0.11095342154390785,-0.6378469087937149,-0.40012442750554217,0.9094822232284834,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.4247354236110855,-1.247903082253844,-0.22099253414342865,0,0,0,0,0,1,0
Own Home,-0.7479282145915886,1 year,-0.11095342154390785,0.9919467428382966,0.15373670090944522,0.037378189436333455,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3616920008761996,0.4688647965997887,0.2218306746776995,-0.2481170803684198,0,0,0,0,0,1,1
Rent,-0.4441593192780854,10+ years,3.5711291518158657,-0.6378469087937149,0.04012416174739688,-0.48239011614763894,1.6647792271904904,-0.3370990397177327,debt consolidation,Short Term,-0.36370496952299286,-0.11551113174200717,-0.5942036088947434,-0.23142505192227142,0,0,0,0,0,1,1
Home Mortgage,0.1425131879364753,10+ years,-0.11095342154390785,0.1770499170222909,-0.11609307960042034,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36776536365750356,1.91778952318293,1.6195367446395832,-0.22168803532868483,0,0,0,0,0,1,1
Home Mortgage,-0.5900187620204739,10+ years,-0.11095342154390785,-1.0452953217017178,0.3099539422572624,-0.6876131185110741,-0.3409788778582933,-0.3370990397177327,buy house,Long Term,2.76051988315993,-0.012276963549875263,-1.035761000725044,-0.23212055310752758,0,0,0,0,1,0,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-0.026674289431710546,0.3951633466287992,0.7883879050637235,-0.3409788778582933,-0.3370990397177327,buy a car,Long Term,-0.3677157458065727,-0.14103573499507047,-0.3576609954588761,-0.2265565436254781,1,0,0,1,1,0,0
Home Mortgage,-0.6632077561441305,6 years,-0.11095342154390785,-0.23039849588571198,-1.5646529539165417,0.663994422812741,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3613970503178882,-0.08024294457735295,-0.1787237614737144,-0.22168803532868483,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,5 years,-0.11095342154390785,0.3807741234762923,-1.0391949602920663,0.4791662529823181,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3590181500204797,0.14720697434045937,-0.06955024758023713,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.4306524435069517,10+ years,-0.11095342154390785,1.3993951557462996,0.23894610528098198,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35954671796025733,-0.23781403163841822,-0.004649863744944194,-0.24185756970111416,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,2 years,-0.11095342154390785,0.7882225363842952,0.3809617792335429,-0.44872364626777694,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3637242653539104,-0.33937445535493943,0.8559929523861239,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.40875006908465633,7 years,-0.11095342154390785,0.1770499170222909,-0.5279385340628471,-0.6178058056866831,-0.3409788778582933,-0.3370990397177327,other,Long Term,-0.3613543238351422,-0.39060299162631,0.03165745692777137,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,5.095314153973857,10+ years,-0.11095342154390785,-0.8415711152477163,0.08272886393316475,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.9807914997830068,1.9083182975191038,-0.22516554125496577,0,0,0,0,0,1,0
Rent,-0.40875006908465633,1 year,-0.11095342154390785,-1.0452953217017178,0.3383570770477745,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.37124757200130576,-0.7474094478734642,-1.1107234595735607,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,-0.5696226388267693,5 years,-0.11095342154390785,-1.2490195281557193,-1.3374278755924442,-0.7776653018645581,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.3619001201953819,-0.3408090934768914,-0.7024547659120086,-0.25437659103572546,0,0,0,0,0,1,0
Rent,-0.35514234093267977,< 1 year,-0.11095342154390785,0.3807741234762923,-0.22970561876246917,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36700938056762605,-0.5108137109282077,-0.18677342148429338,-0.26341810644405583,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,< 1 year,-0.11095342154390785,1.8068435686543023,-0.9255824211300175,0.10666063524700721,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36239698784150925,-0.07127645631515274,0.308196818541203,-0.2265565436254781,1,0,0,1,1,0,0
Own Home,-0.40875006908465633,1 year,-0.11095342154390785,-0.6378469087937149,-1.1812106342446274,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.36493301133353223,-0.6888283912270894,-0.4467942099510161,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.40875006908465633,3 years,-0.11095342154390785,-0.6378469087937149,0.46617118360507964,1.1569195296951753,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36712791210040535,-0.0606362235773418,-0.5906818826401151,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.40875006908465633,8 years,-0.11095342154390785,1.603119362200301,-0.1586977817861887,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3678287642448041,-0.6375400783673042,0.2142002677926715,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.40875006908465633,1 year,-0.11095342154390785,0.7882225363842952,-0.5847448036438715,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,small business,Long Term,-0.36249002131200464,-0.9118548426022163,-0.5251945444290509,-0.2265565436254781,1,0,0,1,1,0,1
Rent,-1.239262426829281,10+ years,-0.11095342154390785,-1.656467941063722,0.3099539422572624,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.369923740172997,-0.7004848259679497,-1.3655455092834512,-0.264113607629312,0,1,0,0,0,1,1
Home Mortgage,0.0997949153879173,< 1 year,-0.11095342154390785,0.5844983299302937,1.360869929506213,0.17729273909295384,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.34922000273526704,-0.28252691977259,1.0981535577043746,-0.26341810644405583,0,0,0,0,1,0,1
Own Home,-0.40875006908465633,4 years,-0.11095342154390785,0.5844983299302937,-0.5705432362486152,-0.6895626245620238,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36844967651825866,-0.6958222520716056,0.41980200056287603,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.673677436814991,3 years,-0.11095342154390785,-1.656467941063722,0.16793826830470152,-0.6592702997703439,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36497780522673373,-0.162196647293863,-1.0076710413131278,-0.26202710407354346,0,0,0,0,0,1,0
Home Mortgage,1.9466811554280312,10+ years,-0.11095342154390785,1.8068435686543023,1.2756605251346769,1.0180547140659895,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.348376499269442,1.0092451558683888,3.5377874952855737,-0.29193365503955937,0,0,0,0,1,0,1
Rent,-0.18493595210192232,5 years,-0.11095342154390785,1.603119362200301,-0.8971792863395054,1.4138044424087775,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35549321519393146,0.8043907873713211,0.921396439972078,-0.23490255784855232,0,0,0,0,0,1,1
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,-0.8415711152477163,0.579783722767128,-1.034775157584039,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3671375600158642,-0.39783595882448486,-0.5074182119056889,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.5169532311122755,< 1 year,-0.11095342154390785,0.1770499170222909,-0.04508524262413988,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3634906479724442,-0.5076455517422302,-0.29720469475442357,4.322021207949963,0,0,0,0,0,1,1
Rent,-0.9163073478335639,< 1 year,-0.11095342154390785,-0.8415711152477163,-1.7918780322406394,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3684200436350638,-0.7737709233643328,-0.32210833041215226,-0.2355980590338085,0,0,0,0,0,1,0
Rent,-0.4033176876044929,1 year,-0.11095342154390785,1.603119362200301,-0.13029464699567664,-0.17751736217989056,1.6647792271904904,2.545731972691612,other,Short Term,-0.3693772546759388,0.0947829063007954,0.9816011888011998,-0.24116206851585797,0,0,0,0,0,1,0
Rent,-0.20054170253584638,2 years,-0.11095342154390785,-0.6378469087937149,2.866236073403359,-0.4347771799032906,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3636705126820686,-0.33829847676347535,-0.6910510808970217,-0.23281605429278376,0,0,0,0,1,0,0
Rent,-0.8784535259740613,8 years,-0.11095342154390785,-0.026674289431710546,1.460280901273006,-1.012655762005956,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36847379630690563,-0.7250530038063784,-0.7624079628657998,-0.2404665673306018,0,0,0,0,0,1,1
Rent,-0.16772517986704086,2 years,-0.11095342154390785,0.3807741234762923,0.06852729653790895,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3510103801896898,2.083729332622049,0.9741384831663923,3.716935176777083,0,0,0,0,1,0,1
Rent,-0.40875006908465633,2 years,-0.11095342154390785,-0.6378469087937149,-0.6841557754106641,-0.7870379271095085,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3702662411717838,-0.6240305693855892,-1.0801179814083386,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-1.182494040361573,10+ years,-0.11095342154390785,-0.23039849588571198,0.15373670090944522,1.3577186529429939,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.08587619462700985,-0.6835045246371039,-0.2272520448107343,0,0,0,0,0,1,0
Rent,-0.8342043095538209,10+ years,-0.11095342154390785,-0.6378469087937149,-0.40012442750554217,0.2590220312289218,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3640860621836148,0.23268749577343484,-0.14929219206003505,-0.22794754599599049,0,0,0,0,0,1,1
Home Mortgage,-0.4306030582207684,8 years,-0.11095342154390785,-1.2490195281557193,-0.5421401014581031,0.0857409357002778,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.365009505520384,-0.39167897021777404,-1.395228630572461,-0.22029703295817246,0,0,0,0,0,1,0
Rent,-0.3745260657596266,2 years,-0.11095342154390785,-0.4341227023397134,-0.35751972531977383,0.5716178283985094,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.5273263000693341,0.23868465032484923,-0.23072955073701523,0,0,0,0,0,1,0
Rent,-0.40875006908465633,2 years,-0.11095342154390785,0.7882225363842952,0.04012416174739688,0.6888131344613698,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3621544116814027,0.6270336495450006,1.4113356424909627,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,-1.656467941063722,0.15373670090944522,-1.1618679559055671,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.37055361122509184,-0.34284149748299014,-1.1763784990348454,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.45751803919066913,1 year,-0.11095342154390785,-1.2490195281557193,1.5170871708540303,-1.1629176899330016,3.6705373322392743,2.545731972691612,debt consolidation,Short Term,-0.3681340518553928,-0.7081362292850273,-0.5067474069048074,-0.24394407325688272,0,0,0,0,0,1,0
Rent,-0.3266223381618217,7 years,-0.11095342154390785,0.1770499170222909,-0.030883675228883585,-0.5854140128401344,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36511011949588273,-0.49060922404404983,-0.6697530221190315,4.217696030161536,0,0,0,0,1,0,1
Rent,0.3884272204862379,1 year,-0.11095342154390785,-0.4341227023397134,0.02592259435214058,-0.2590217113099797,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3640006092181227,-0.06272840417185518,-1.015804551948817,-0.2842831420017414,0,0,0,0,1,0,1
Own Home,-0.40875006908465633,10+ years,-0.11095342154390785,-0.6378469087937149,-0.6841557754106641,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36982588274477224,-0.7220043977972302,0.05681264446083064,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.7716578446026663,1 year,-0.11095342154390785,-0.026674289431710546,-1.2664200386161637,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3684255567296117,-0.6206233038459531,-0.6048526382837386,-0.2272520448107343,0,0,0,0,0,1,1
Rent,-0.9230237467544933,1 year,-0.11095342154390785,-0.8415711152477163,-0.24390718615772497,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3663705507368909,-0.5508640251660354,-0.47320715686072834,-0.23003404955175905,0,0,0,0,0,1,1
Rent,-0.40875006908465633,7 years,-0.11095342154390785,0.3807741234762923,-1.2522184712209077,-0.268619279560809,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36171749893848354,-0.021900994284636835,0.33159114294694814,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.4804821972659055,1 year,-0.11095342154390785,-1.4527437346097205,0.3099539422572624,-0.9810887601809627,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3615569300597766,-0.456536568647689,-0.4496451312047628,-0.24255307088637035,0,0,0,0,1,0,0
Rent,-0.9382838001851342,3 years,-0.11095342154390785,-0.8415711152477163,-1.1954122016398834,-0.7589200513746571,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3678432361179923,-0.1577134031627629,-0.7110075296732488,-0.2272520448107343,0,0,0,0,0,1,0
Rent,1.0067556961442965,< 1 year,-0.11095342154390785,1.1956709492922981,0.721799396719689,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3481621777188933,1.8904118456890122,1.3268980630049936,4.363751279065334,0,0,0,0,1,0,1
Rent,0.2802487511017103,2 years,-0.11095342154390785,-0.4341227023397134,-0.9681871233157859,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.7723960618307956,-1.2223286415952337,-0.23768456258957707,0,0,0,0,0,1,0
Rent,0.36030230000484625,10+ years,-0.11095342154390785,-0.8415711152477163,0.09693043132842104,-0.3468244646046756,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36441546958285037,0.30077302997774186,1.4861304000892588,-0.23072955073701523,0,0,0,0,0,1,0
Rent,-0.7909674915003382,2 years,-0.11095342154390785,-0.6378469087937149,-0.513736966667591,-1.1225779108787348,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3678611536752729,-0.753207776949687,-1.3331791679909148,-0.22933854836650286,0,0,0,0,0,1,1
Home Mortgage,-0.10231436831725461,< 1 year,-0.11095342154390785,-0.23039849588571198,-0.7551636123869445,-1.1366743392471403,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3615114470297567,-0.7451379375137068,0.29184594664471447,-0.2230790376991972,0,0,0,0,0,1,1
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-0.026674289431710546,-0.5705432362486152,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36939310482276394,-0.6988110814923391,-0.46264197809684343,-0.2265565436254781,1,1,0,1,0,1,0
Own Home,0.7956829829968549,10+ years,-0.11095342154390785,-0.8415711152477163,-0.45693069708656664,1.1829379373751578,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.3256856166079804,-0.6731070471234394,-0.22238353651394102,0,0,0,0,0,1,0
Home Mortgage,0.5103101067866324,10+ years,-0.11095342154390785,0.5844983299302937,0.5513805879766159,-0.9129310293996831,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36192010516311796,-0.5799154471355641,-0.08288249697275855,-0.2745461254081548,0,0,0,0,1,0,1
Home Mortgage,0.38171082156530856,4 years,-0.11095342154390785,-0.026674289431710546,-0.42852756229605427,-1.0984340282477425,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36754415073877,-0.7161462921325928,-0.11357182576309087,-0.2272520448107343,0,0,0,0,0,1,1
Own Home,-0.9607294127554459,10+ years,-0.11095342154390785,-0.8415711152477163,-0.40012442750554217,-1.0080069398844604,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36528378197414085,-0.5821271809069067,-1.2273596791018455,4.328976219802525,0,1,0,0,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,0.5844983299302937,0.21054297049046988,-0.5876634428989225,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.35850198654343485,-0.24743806237317978,-0.324959251665899,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,0.1770499170222909,-0.24390718615772497,1.3323000932786881,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3582986911819819,1.0475021724537765,0.5794535907726922,-0.2265565436254781,1,0,0,1,1,0,1
Own Home,-0.8149934332285156,5 years,-0.11095342154390785,0.9919467428382966,-1.0391949602920663,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3635809248956656,0.1625695575630291,-0.3468442648196606,-0.23281605429278376,0,0,0,0,0,1,1
Home Mortgage,1.6004162213537947,10+ years,-0.11095342154390785,2.0105677751083038,0.13953513351418942,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3634982284774475,2.119894168612923,1.399680405600645,-0.22586104244022193,0,0,0,0,0,1,1
Home Mortgage,2.6607430083524246,2 years,-0.11095342154390785,1.1956709492922981,1.2330558229489084,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,other,Long Term,-0.35465867050674676,5.521600485526444,3.0034913120833946,-0.2891516502985346,0,0,0,0,1,0,0
Own Home,-0.40875006908465633,< 1 year,-0.11095342154390785,-0.6378469087937149,0.23894610528098198,-1.0883865739851555,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36719200182452444,-0.5303008787513895,-0.4270054624250095,-0.2265565436254781,1,0,0,1,0,1,0
Own Home,1.13863910289681,8 years,-0.11095342154390785,0.9919467428382966,0.13953513351418942,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.34743582751221064,1.170821274353237,1.4831117775852918,-0.22794754599599049,0,0,0,0,0,1,0
Own Home,-0.40875006908465633,1 year,3.5711291518158657,-1.2490195281557193,0.5513805879766159,0.11190930538417947,3.6705373322392743,2.545731972691612,debt consolidation,Short Term,-0.36783152079207804,-0.5820076277300774,-1.2837072991758982,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.0016663517416921055,5 years,-0.11095342154390785,-1.4527437346097205,-0.9397839885252738,-0.8363004453969681,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,2.76051988315993,-0.38880969397387,-0.5837222807559688,-0.24116206851585797,0,0,0,0,1,0,0
Home Mortgage,-0.6753565365452233,10+ years,-0.11095342154390785,-0.4341227023397134,-0.32911659052926173,0.36362052896256886,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36083126898991247,0.7657153346670308,-0.38742796737299623,-0.2696776171113615,0,0,0,0,1,0,0
Home Mortgage,0.3248930498114172,1 year,-0.11095342154390785,-0.23039849588571198,1.162047985972628,0.4712182667746001,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3580106319918554,0.5240385877065274,-0.4638158868483862,4.412436362033267,0,0,0,0,1,0,1
Rent,0.009395149029379192,10+ years,-0.11095342154390785,-0.8415711152477163,2.7384219668460545,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3649488614803574,-0.82111398138875,0.5124569413096444,-0.22864304718124667,0,0,0,0,0,1,0
Rent,0.3662038417037511,6 years,-0.11095342154390785,-1.2490195281557193,-1.4936451169402611,-1.029451506444907,-0.3409788778582933,-0.3370990397177327,other,Long Term,-0.35126880649662146,-0.5916914350532537,-1.1856020677969672,-0.26759111355559295,0,0,0,0,1,0,0
Rent,-0.5840678350353857,1 year,-0.11095342154390785,-0.4341227023397134,0.18213983569995779,-0.8030838615288637,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3641763391068362,-0.14366590488531586,-0.7017839609111269,-0.2272520448107343,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,3 years,-0.11095342154390785,1.603119362200301,-1.1670090668493713,-0.8803142935472554,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36519832900864874,-0.4859466501477057,-0.6265699501872798,-0.2265565436254781,1,0,0,1,1,0,0
